time,1,2,3,4
0.0019655227661132812,0.00019175052436715134,-0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134
0.011942863464355469,0.00019175052436715134,-0.00019175052436715134,-0.00019175052436715134,-0.00019175052436715134
0.021039247512817383,-0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134,-0.00019175052436715134
0.029204607009887695,0.00019175052436715134,-0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134
0.03857898712158203,0.00019175052436715134,-0.00019175052436715134,-0.00019175052436715134,-0.00019175052436715134
0.04827737808227539,0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134,-0.00019175052436715134
0.05709719657897949,0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.06590795516967773,0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,0.00019175052436715134
0.07565855979919434,0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.08456945419311523,0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.09516763687133789,-0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.10531187057495117,0.00019175052436715134,0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.11661314964294434,-0.00019175052436715134,0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.12623167037963867,0.00019175052436715134,-0.00019175052436715134,0.0005752515730996777,0.00019175052436715134
0.13780999183654785,-0.00019175052436715134,0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.14916396141052246,0.00019175052436715134,0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
0.1608133316040039,0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,0.00019175052436715134
0.17174625396728516,0.00019175052436715134,0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.18234658241271973,0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,0.00019175052436715134
0.19239187240600586,0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,0.00019175052436715134
0.2033846378326416,-0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,-0.00019175052436715134
0.21376872062683105,-0.00019175052436715134,-0.00019175052436715134,0.0005752515730996777,0.00019175052436715134
0.22449159622192383,0.00019175052436715134,-0.00019175052436715134,0.00019175052436715134,0.00019175052436715134
0.23427629470825195,0.00019175052436715134,0.00019175052436715134,0.00019175052436715134,0.00019175052436715134
0.24310803413391113,0.00019175052436715134,0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
0.25424695014953613,0.00019175052436715134,-0.00019175052436715134,0.0005752515730996777,0.00019175052436715134
0.26590657234191895,0.00019175052436715134,0.00019175052436715134,0.000958752621832204,0.00019175052436715134
0.275393009185791,0.00019175052436715134,-0.00019175052436715134,0.0005752515730996777,0.00019175052436715134
0.28711628913879395,0.00019175052436715134,0.00019175052436715134,0.0005752515730996777,0.00019175052436715134
0.2989165782928467,-0.00019175052436715134,0.00019175052436715134,0.000958752621832204,0.00019175052436715134
0.3090202808380127,0.00019175052436715134,0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
0.31985974311828613,0.00019175052436715134,0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
0.332507848739624,0.00019175052436715134,0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.34238719940185547,-0.00019175052436715134,0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
0.3530869483947754,-0.00019175052436715134,0.00019175052436715134,0.000958752621832204,-0.0005752515730996777
0.3636786937713623,0.00019175052436715134,-0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.37430429458618164,0.00019175052436715134,-0.00019175052436715134,0.000958752621832204,0.00019175052436715134
0.38504910469055176,0.00019175052436715134,0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
0.3961360454559326,0.00019175052436715134,-0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
0.40907716751098633,-0.00019175052436715134,-0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
0.42065930366516113,0.00019175052436715134,0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.43073105812072754,0.00019175052436715134,-0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.44202232360839844,-0.00019175052436715134,0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.4527750015258789,-0.00019175052436715134,0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.46289896965026855,0.00019175052436715134,0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.47293567657470703,0.00019175052436715134,-0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.4848489761352539,0.00019175052436715134,0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.49582910537719727,0.00019175052436715134,-0.00019175052436715134,0.000958752621832204,-0.00019175052436715134
0.5063552856445312,-0.00019175052436715134,0.00019175052436715134,0.000958752621832204,0.00019175052436715134
0.5164730548858643,-0.00019175052436715134,-0.00019175052436715134,0.000958752621832204,0.00019175052436715134
0.5283212661743164,0.00019175052436715134,0.00019175052436715134,0.0005752515730996777,-0.00019175052436715134
