time,1,2,3,4
0.000967145,0.000191751,-0.000191751,-0.000191751,-0.000191751
0.006348252,-0.000191751,-0.000191751,-0.000191751,0.000191751
0.011229873,-0.000191751,-0.000191751,-0.000191751,-0.000575252
0.016390324,0.000191751,-0.000191751,-0.000191751,-0.000191751
0.021343947,-0.000191751,-0.000575252,-0.000191751,-0.000191751
0.026741624,0.000191751,-0.000575252,-0.000191751,0.000191751
0.03164196,0.000191751,-0.000575252,-0.000191751,-0.000191751
0.036524534,0.000575252,-0.000575252,-0.000191751,0.000191751
0.041865468,0.000575252,-0.000191751,-0.000575252,0.000191751
0.047656179,0.000575252,-0.000191751,-0.000958753,-0.000191751
0.053511739,0.000575252,-0.000958753,-0.000958753,0.000191751
0.059370279,0.001342254,-0.000958753,-0.000958753,0.000191751
0.064744949,0.002109256,-0.000191751,-0.000958753,-0.000191751
0.070363998,0.001725755,-0.000191751,-0.000958753,-0.000191751
0.075789094,0.001725755,-0.000575252,-0.000958753,-0.000191751
0.081255674,0.002109256,-0.000191751,-0.001342254,0.000191751
0.086241007,0.002876258,-0.000575252,-0.000958753,-0.000191751
0.091800332,0.004026761,-0.000958753,-0.000958753,0.000191751
0.097311616,0.005177264,-0.000958753,-0.000958753,-0.000191751
0.102200985,0.005944266,-0.000958753,-0.000958753,-0.000191751
0.107572556,0.006327767,-0.000958753,-0.000958753,0.000191751
0.112934113,0.005944266,-0.000958753,-0.000958753,-0.000191751
0.11857748,0.005944266,-0.000575252,-0.000575252,-0.000191751
0.123474598,0.005944266,-0.000575252,-0.000958753,0.000191751
0.127910972,0.005944266,-0.000575252,-0.000575252,-0.000191751
0.133288145,0.006327767,-0.000575252,-0.000958753,-0.000191751
0.138397574,0.006327767,-0.000575252,-0.000958753,0.000191751
0.143322229,0.006327767,-0.000575252,-0.000958753,-0.000191751
0.148300648,0.006327767,-0.000575252,-0.000958753,-0.000191751
0.153662562,0.006327767,-0.000575252,-0.000958753,0.000191751
0.1585536,0.006711268,-0.000575252,-0.000958753,0.000191751
0.163915634,0.006327767,-0.000575252,-0.000575252,0.000191751
0.169107437,0.006327767,-0.000958753,-0.000958753,0.000191751
0.175032496,0.006327767,-0.000958753,-0.000958753,-0.000191751
0.179937482,0.006327767,-0.000958753,-0.000958753,0.000191751
0.185354352,0.006327767,-0.001342254,-0.000958753,0.000191751
0.190467358,0.006327767,-0.001342254,-0.000958753,0.000191751
0.195856214,0.005944266,-0.001725755,-0.000575252,0.000191751
0.200738788,0.005944266,-0.000958753,-0.000958753,-0.000191751
0.206101179,0.006327767,-0.000958753,-0.000958753,0.000191751
0.211477637,0.006327767,-0.000958753,-0.000191751,0.000191751
0.217122793,0.006327767,-0.000958753,-0.000958753,0.000191751
0.222510815,0.006327767,-0.001342254,-0.000958753,0.000191751
0.227703929,0.006327767,-0.001725755,-0.000575252,0.000191751
0.233073115,0.006327767,-0.001725755,-0.000575252,0.000191751
0.238437772,0.006327767,-0.001725755,-0.000958753,0.000191751
0.244078398,0.006327767,-0.001725755,-0.000575252,0.000191751
0.249458432,0.006327767,-0.001725755,-0.000575252,0.000575252
0.254819036,0.006327767,-0.001725755,-0.000958753,0.000191751
0.261213064,0.005944266,-0.001342254,-0.000958753,0.000191751
0.266844392,0.006327767,-0.001342254,-0.000575252,0.000191751
0.272700191,0.006327767,-0.001342254,-0.000958753,0.000191751
0.277867198,0.005944266,-0.001342254,-0.000575252,0.000191751
0.283245445,0.006327767,-0.001342254,-0.000958753,0.000191751
0.28861618,0.006327767,-0.001342254,-0.000958753,0.000191751
0.293786407,0.006327767,-0.001342254,-0.000958753,0.000191751
0.29963696,0.006327767,-0.001725755,-0.000958753,0.000191751
0.3050102,0.006711268,-0.001342254,-0.000958753,0.000191751
0.310386777,0.006327767,-0.001725755,-0.000958753,0.000191751
0.316014051,0.006327767,-0.001342254,-0.000958753,0.000191751
0.320914984,0.006327767,-0.000958753,-0.000958753,0.000191751
0.327528,0.006327767,-0.001725755,-0.000958753,0.000191751
0.335412621,0.006327767,-0.001725755,-0.000958753,0.000191751
0.342463732,0.006327767,-0.001725755,-0.000958753,0.000191751
0.349798083,0.006327767,-0.001725755,-0.001342254,0.000191751
0.355670094,0.006327767,-0.001342254,-0.001342254,0.000191751
0.361026883,0.006327767,-0.001342254,-0.000958753,0.000191751
0.366188765,0.006327767,-0.001725755,-0.000575252,0.000191751
0.371579885,0.006327767,-0.001342254,-0.000575252,0.000191751
0.376958013,0.006327767,-0.001725755,-0.000191751,0.000191751
0.382666349,0.006327767,-0.001342254,-0.000958753,0.000191751
0.388028383,0.006327767,-0.001725755,-0.001342254,0.000191751
0.393451333,0.005944266,-0.001725755,-0.000958753,0.000191751
0.399311781,0.005944266,-0.001725755,-0.000958753,0.000191751
0.404936671,0.006327767,-0.001342254,-0.000958753,0.000191751
0.4103266,0.006327767,-0.001342254,-0.000575252,0.000191751
0.41596508,0.006327767,-0.001725755,-0.000958753,0.000191751
0.421383143,0.006711268,-0.001342254,-0.000958753,0.000191751
0.427251935,0.006327767,-0.001725755,-0.000575252,0.000191751
0.433139801,0.006711268,-0.001725755,-0.000958753,0.000191751
0.438513398,0.006327767,-0.001342254,-0.000575252,0.000191751
0.44415915,0.006711268,-0.000958753,-0.000575252,-0.000191751
0.449752092,0.006327767,-0.000958753,-0.000575252,-0.000191751
0.455163002,0.006327767,-0.001342254,-0.000958753,0.000191751
0.460626602,0.005944266,-0.000958753,-0.000575252,0.000191751
0.465801239,0.006327767,-0.001725755,-0.000575252,0.000191751
0.471205711,0.006327767,-0.001342254,-0.000958753,0.000191751
0.476580024,0.006327767,-0.001342254,-0.001342254,0.000191751
0.482240677,0.006327767,-0.001342254,-0.000958753,0.000191751
0.488092661,0.006327767,-0.001342254,-0.000958753,0.000191751
0.493561864,0.006327767,-0.001342254,-0.000958753,0.000191751
0.499450684,0.006327767,-0.001342254,-0.000958753,0.000191751
0.505305767,0.006327767,-0.001342254,-0.000958753,0.000191751
0.510687351,0.006327767,-0.001342254,-0.000575252,0.000191751
0.51655972,0.006327767,-0.001342254,-0.000958753,0.000575252
0.522241712,0.006327767,-0.001342254,-0.000958753,0.000191751
0.52839458,0.006327767,-0.001342254,-0.000958753,-0.000191751
0.534272909,0.006327767,-0.001342254,-0.000958753,0.000191751
0.5398283,0.006327767,-0.001342254,-0.000958753,-0.000191751
0.54542613,0.006327767,-0.001725755,-0.000958753,0.000191751
0.551235914,0.006327767,-0.001725755,-0.000958753,0.000191751
0.557104468,0.006327767,-0.001342254,-0.000575252,0.000191751
0.562493086,0.006327767,-0.001342254,-0.000958753,0.000575252
0.568383694,0.006327767,-0.001342254,-0.001342254,0.000191751
0.574255109,0.006327767,-0.000958753,-0.000958753,0.000191751
0.57990098,0.005944266,-0.001342254,-0.001342254,0.000191751
0.585759878,0.005944266,-0.000958753,-0.000575252,-0.000191751
0.591418028,0.005944266,-0.001342254,-0.000958753,0.000575252
0.596921921,0.005944266,-0.001342254,-0.000575252,0.000191751
0.648231387,0.005944266,-0.001342254,-0.000575252,0.000575252
0.654120922,0.006711268,-0.001342254,-0.000575252,0.000191751
0.661462307,0.005944266,-0.001725755,-0.000958753,0.000191751
0.666621804,0.006327767,-0.001725755,-0.000958753,0.000575252
0.672489762,0.005944266,-0.001342254,-0.000958753,0.000191751
0.678634048,0.006327767,-0.001725755,-0.000958753,0.000575252
0.684012055,0.006327767,-0.001725755,-0.000958753,0.000575252
0.689871788,0.006327767,-0.001725755,-0.000575252,0.000191751
0.696015716,0.006327767,-0.001725755,-0.000575252,0.000191751
0.700906396,0.006327767,-0.001342254,-0.000575252,0.000191751
