time,1,2,3,4,,,,,
0.000967145,0.000191751,-0.000191751,-0.000191751,-0.000191751,,0.00193429,,,0.00193429
0.006348252,-0.000191751,-0.000191751,-0.000191751,0.000191751,,0.012696504592895508,,,0.012696504592895508
0.011229873,-0.000191751,-0.000191751,-0.000191751,-0.000575252,,0.022459745407104492,,,0.022459745407104492
0.016390324,0.000191751,-0.000191751,-0.000191751,-0.000191751,,0.032780647,,,0.032780647
0.021343947,-0.000191751,-0.000575252,-0.000191751,-0.000191751,,0.042687893,,,0.042687893
0.026741624,0.000191751,-0.000575252,-0.000191751,0.000191751,,0.053483248,,,0.053483248
0.03164196,0.000191751,-0.000575252,-0.000191751,-0.000191751,,0.06328392,,,0.06328392
0.036524534,0.000575252,-0.000575252,-0.000191751,0.000191751,,0.073049068,,,0.073049068
0.041865468,0.000575252,-0.000191751,-0.000575252,0.000191751,,0.083730936,,,0.083730936
0.047656179,0.000575252,-0.000191751,-0.000958753,-0.000191751,,0.095312357,,,0.095312357
0.053511739,0.000575252,-0.000958753,-0.000958753,0.000191751,,0.10702347755432129,,,0.10702347755432129
0.059370279,0.001342254,-0.000958753,-0.000958753,0.000191751,,0.11874055862426758,,,0.11874055862426758
0.064744949,0.002109256,-0.000191751,-0.000958753,-0.000191751,,0.12948989868164062,,,0.12948989868164062
0.070363998,0.001725755,-0.000191751,-0.000958753,-0.000191751,,0.14072799682617188,,,0.14072799682617188
0.075789094,0.001725755,-0.000575252,-0.000958753,-0.000191751,,0.15157818794250488,,,0.15157818794250488
0.081255674,0.002109256,-0.000191751,-0.001342254,0.000191751,,0.16251134872436523,,,0.16251134872436523
0.086241007,0.002876258,-0.000575252,-0.000958753,-0.000191751,,0.17248201370239258,,,0.17248201370239258
0.091800332,0.004026761,-0.000958753,-0.000958753,0.000191751,,0.18360066413879395,,,0.18360066413879395
0.097311616,0.005177264,-0.000958753,-0.000958753,-0.000191751,,0.19462323188781738,,,0.19462323188781738
0.102200985,0.005944266,-0.000958753,-0.000958753,-0.000191751,,0.20440196990966797,,,0.20440196990966797
0.107572556,0.006327767,-0.000958753,-0.000958753,0.000191751,,0.21514511108398438,,,0.21514511108398438
0.112934113,0.005944266,-0.000958753,-0.000958753,-0.000191751,,0.22586822509765625,,,0.22586822509765625
0.11857748,0.005944266,-0.000575252,-0.000575252,-0.000191751,,0.23715496063232422,,,0.23715496063232422
0.123474598,0.005944266,-0.000575252,-0.000958753,0.000191751,,0.2469491958618164,,,0.2469491958618164
0.127910972,0.005944266,-0.000575252,-0.000575252,-0.000191751,,0.25582194328308105,,,0.25582194328308105
0.133288145,0.006327767,-0.000575252,-0.000958753,-0.000191751,,0.26657629013061523,,,0.26657629013061523
0.138397574,0.006327767,-0.000575252,-0.000958753,0.000191751,,0.2767951488494873,,,0.2767951488494873
0.143322229,0.006327767,-0.000575252,-0.000958753,-0.000191751,,0.28664445877075195,,,0.28664445877075195
0.148300648,0.006327767,-0.000575252,-0.000958753,-0.000191751,,0.2966012954711914,,,0.2966012954711914
0.153662562,0.006327767,-0.000575252,-0.000958753,0.000191751,,0.3073251247406006,,,0.3073251247406006
0.1585536,0.006711268,-0.000575252,-0.000958753,0.000191751,,0.3171072006225586,,,0.3171072006225586
0.163915634,0.006327767,-0.000575252,-0.000575252,0.000191751,,0.3278312683105469,,,0.3278312683105469
0.169107437,0.006327767,-0.000958753,-0.000958753,0.000191751,,0.3382148742675781,,,0.3382148742675781
0.175032496,0.006327767,-0.000958753,-0.000958753,-0.000191751,,0.3500649929046631,,,0.3500649929046631
0.179937482,0.006327767,-0.000958753,-0.000958753,0.000191751,,0.359874964,,,0.359874964
0.185354352,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.370708704,,,0.370708704
0.190467358,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.3809347152709961,,,0.3809347152709961
0.195856214,0.005944266,-0.001725755,-0.000575252,0.000191751,,0.3917124271392822,,,0.3917124271392822
0.200738788,0.005944266,-0.000958753,-0.000958753,-0.000191751,,0.401477575,,,0.401477575
0.206101179,0.006327767,-0.000958753,-0.000958753,0.000191751,,0.4122023582458496,,,0.4122023582458496
0.211477637,0.006327767,-0.000958753,-0.000191751,0.000191751,,0.4229552745819092,,,0.4229552745819092
0.217122793,0.006327767,-0.000958753,-0.000958753,0.000191751,,0.43424558639526367,,,0.43424558639526367
0.222510815,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.4450216293334961,,,0.4450216293334961
0.227703929,0.006327767,-0.001725755,-0.000575252,0.000191751,,0.45540785789489746,,,0.45540785789489746
0.233073115,0.006327767,-0.001725755,-0.000575252,0.000191751,,0.46614623069763184,,,0.46614623069763184
0.238437772,0.006327767,-0.001725755,-0.000958753,0.000191751,,0.47687554359436035,,,0.47687554359436035
0.244078398,0.006327767,-0.001725755,-0.000575252,0.000191751,,0.488156796,,,0.488156796
0.249458432,0.006327767,-0.001725755,-0.000575252,0.000575252,,0.4989168643951416,,,0.4989168643951416
0.254819036,0.006327767,-0.001725755,-0.000958753,0.000191751,,0.5096380710601807,,,0.5096380710601807
0.261213064,0.005944266,-0.001342254,-0.000958753,0.000191751,,0.5224261283874512,,,0.5224261283874512
0.266844392,0.006327767,-0.001342254,-0.000575252,0.000191751,,0.5336887836456299,,,0.5336887836456299
0.272700191,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.5454003810882568,,,0.5454003810882568
0.277867198,0.005944266,-0.001342254,-0.000575252,0.000191751,,0.555734396,,,0.555734396
0.283245445,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.566490889,,,0.566490889
0.28861618,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.5772323608398438,,,0.5772323608398438
0.293786407,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.5875728130340576,,,0.5875728130340576
0.29963696,0.006327767,-0.001725755,-0.000958753,0.000191751,,0.5992739200592041,,,0.5992739200592041
0.3050102,0.006711268,-0.001342254,-0.000958753,0.000191751,,0.6100203990936279,,,0.6100203990936279
0.310386777,0.006327767,-0.001725755,-0.000958753,0.000191751,,0.6207735538482666,,,0.6207735538482666
0.316014051,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.6320281028747559,,,0.6320281028747559
0.320914984,0.006327767,-0.000958753,-0.000958753,0.000191751,,0.6418299674987793,,,0.6418299674987793
0.327528,0.006327767,-0.001725755,-0.000958753,0.000191751,,0.6550559997558594,,,0.6550559997558594
0.335412621,0.006327767,-0.001725755,-0.000958753,0.000191751,,0.6708252429962158,,,0.6708252429962158
0.342463732,0.006327767,-0.001725755,-0.000958753,0.000191751,,0.6849274635314941,,,0.6849274635314941
0.349798083,0.006327767,-0.001725755,-0.001342254,0.000191751,,0.6995961666107178,,,0.6995961666107178
0.355670094,0.006327767,-0.001342254,-0.001342254,0.000191751,,0.7113401889801025,,,0.7113401889801025
0.361026883,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.7220537662506104,,,0.7220537662506104
0.366188765,0.006327767,-0.001725755,-0.000575252,0.000191751,,0.7323775291442871,,,0.7323775291442871
0.371579885,0.006327767,-0.001342254,-0.000575252,0.000191751,,0.7431597709655762,,,0.7431597709655762
0.376958013,0.006327767,-0.001725755,-0.000191751,0.000191751,,0.7539160251617432,,,0.7539160251617432
0.382666349,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.7653326988220215,,,0.7653326988220215
0.388028383,0.006327767,-0.001725755,-0.001342254,0.000191751,,0.7760567665100098,,,0.7760567665100098
0.393451333,0.005944266,-0.001725755,-0.000958753,0.000191751,,0.786902666,,,0.786902666
0.399311781,0.005944266,-0.001725755,-0.000958753,0.000191751,,0.7986235618591309,,,0.7986235618591309
0.404936671,0.006327767,-0.001342254,-0.000958753,0.000191751,,0.8098733425140381,,,0.8098733425140381
0.4103266,0.006327767,-0.001342254,-0.000575252,0.000191751,,0.8206532001495361,,,0.8206532001495361
